n,Loop A (ns),Loop B (ns)
3868,17529863,6687280
3869,16191829,6221388
3870,16605222,6123026
3871,17707436,6142557
3872,16821454,6277575
3873,15876375,6138476
3874,15506933,6359301
3875,17044969,6553416
3876,17146001,6093213
3877,15716243,6018517
3878,15584193,6091308
3879,16489607,6776101
3880,17799134,6385979
3881,15819063,6216707
3882,15660698,6040448
3883,15747498,6502166
3884,17240722,6967058
3885,17134789,6380778
3886,16478966,6402437
3887,16725928,6707124
3888,18006003,6738860
3889,16224969,6721123
3890,16876349,6257544
3891,16092344,6095639
3892,16340373,7086132
3893,16644967,6944365
3894,16200142,6298259
3895,16208644,6879446
3896,16036119,6564487
3897,18686698,6680910
3898,17608557,6246664
3899,16189845,6223466
3900,16211090,6908038
3901,17936525,7259762
3902,16699792,7176149
3903,16894470,6509027
3904,16267585,7222479
3905,16931767,7263143
3906,16900322,6527413
3907,17148282,6996586
3908,17106512,6328988
3909,16598799,6832221
3910,17193189,6923773
3911,16726386,6510317
3912,16521585,6441408
3913,20357045,6667548
3914,16499623,6321513
3915,16268590,6515900
3916,16636302,6543600
3917,16268123,6322121
3918,16229076,6428186
3919,16745413,6351260
3920,16097226,6377188
3921,16086986,6379316
3922,16610873,6593461
3923,16621617,6533400
3924,16602202,6321588
3925,15959770,6259212
3926,16159096,6257546
3927,16823080,6556858
3928,17043734,6203642
3929,16179225,6273323
3930,16474895,6521143
3931,16133887,6555590
3932,17232782,6648021
3933,16644433,6334700
3934,17412100,7574546
3935,16978208,6730385
3936,17268667,6805653
3937,16543492,6286616
3938,16171354,7107832
3939,16536155,6360465
3940,16216108,6260932
3941,17499014,6277526
3942,15907661,7554731
3943,16355164,9417009
3944,16128147,6452705
3945,16225304,6319124
3946,19770941,6251816
3947,15965748,6385759
3948,16245341,6595512
3949,16084773,6323975
3950,16144639,6417275
3951,16223433,6627186
3952,16219660,6415839
3953,16080599,6418417
3954,16006889,6491629
3955,16216161,6636986
3956,15875139,6260499
3957,15993710,6373503
3958,16087818,6260179
3959,16309260,6295746
3960,16099400,6397737
3961,16502610,6505754
3962,16055425,6597400
3963,16397941,6002631
3964,16335809,6574158
3965,15652911,7373010
3966,16880390,7202381
3967,17524388,7311350
3968,15630759,6255768
3969,15461882,6023306
3970,15541846,6490415
3971,16717491,6531209
3972,18765874,6543872
3973,16637886,6744039
3974,16995055,6792426
3975,17314148,6842058
3976,16671348,6676627
3977,15943516,6063298
3978,15763922,6413915
3979,15864054,8643330
3980,16389727,6394439
3981,16050179,6944117
3982,16259990,6510572
3983,18564740,6850842
3984,16338491,6342630
3985,15673266,6350078
3986,16681701,6651139
3987,16369974,6586052
3988,16670688,6466984
3989,16323302,6437811
3990,17100968,6479645
3991,16804657,6632228
3992,17531521,6637183
3993,16502414,6545139
3994,16906610,6412073
3995,16874869,6736956
3996,16366488,6606724
3997,16665907,7065345
3998,16131330,6565934
3999,16194965,7382613
4000,17004719,6611329
4001,16684634,6656874
4002,17414614,6451437
4003,16499553,6670131
4004,17325098,6266320
4005,17389415,7235111
4006,17248790,6763497
4007,17389182,6785380
4008,17194248,6886660
4009,17138489,6708711
4010,16468894,7107267
4011,17431882,6608156
4012,16736021,6613944
4013,16329877,6484930
4014,16268994,6707415
4015,16430832,6586839
4016,16120148,7000710
4017,16783827,6744762
4018,16479136,6408967
4019,16503477,6971508
4020,17434508,7086004
4021,16365329,6641816
4022,17070641,7055666
4023,17630493,7048635
4024,17306158,6690404
4025,16559028,6748033
4026,17081804,7232100
4027,17470930,7313902
4028,17459230,6916794
4029,17608739,7015899
4030,16404548,6655858
4031,16255808,6496443
4032,15898457,6475757
4033,15710962,6347370
4034,16563614,7919755
4035,18803616,7479340
4036,20646829,7909254
4037,17960368,8167468
4038,20736624,7280437
4039,17307613,9196326
4040,19439188,6744382
4041,16930327,7760562
4042,20778512,6950493
4043,18022292,7489200
4044,20414349,6800697
4045,18342868,7498467
4046,17757650,7394754
4047,19656475,8362671
4048,18420955,7379020
4049,20534549,8399995
4050,17836084,8411707
4051,19597494,7378515
4052,17039540,7718863
4053,18947790,7760623
4054,17018180,8095548
4055,19087185,7010648
4056,16583708,7698299
4057,18903415,6826967
4058,17495196,8592861
4059,18237010,6502133
4060,17533370,7850958
4061,17341131,6366724
4062,17888867,7996419
4063,18158927,6771652
4064,19487860,7833049
4065,19048646,7120122
4066,20067001,7101042
4067,17296948,7211689
4068,18027976,7454979
4069,17932659,6807414
4070,16995405,6926928
4071,16842802,6672665
4072,19926983,7199058
4073,17551686,7759461
4074,17913534,7607791
4075,17069791,7186398
4076,17588896,7394659
4077,17521499,7004717
4078,17010306,7144643
4079,18002928,7382210
4080,18301941,7549769
4081,18600586,7454119
4082,18650523,6904477
4083,17729131,7098472
4084,25807992,8113683
4085,17739290,7393328
4086,17875712,7053447
4087,17855719,7468390
4088,18068180,8308937
4089,17607198,9883720
4090,18063200,7139301
4091,18019385,7380430
4092,17793184,7288647
4093,17278573,7289674
4094,16602244,6958552
4095,16884397,6817766
4096,16559976,6987294
4097,17720185,7467407
4098,18401887,7276742
4099,23254276,7021398
4100,17091357,6905340
4101,18294354,6981149
4102,18270541,7460180
4103,19483930,7421797
4104,18386965,7460416
4105,17431144,7045737
4106,17035685,7024524
4107,17713052,7124883
4108,17333308,7104313
4109,17443432,6988188
4110,17184031,6862046
4111,17502179,7096047
4112,19556338,8626910
4113,18156879,7375062
4114,20655658,7446530
4115,19335461,7595860
4116,19206711,7477361
4117,20756421,7617077
4118,18382951,8183184
4119,19149744,7990259
4120,18934738,8140594
4121,18930575,8171890
4122,19668610,8111473
4123,29524125,6949841
4124,16444752,7101171
4125,21529679,7295439
4126,17891499,7264886
4127,17463545,7695078
4128,17696347,7186053
4129,18218620,7484602
4130,18544189,7977454
4131,18464652,7334471
4132,17098642,6930186
4133,17438217,6922452
4134,16570905,7131085
4135,16401581,6580787
4136,15999475,6821121
4137,16591206,6851699
4138,16360090,6906270
4139,24755033,6356911
4140,16729930,7346093
4141,16315136,6811382
4142,16235729,6689328
4143,16181589,6894214
4144,16106022,6557488
4145,15874436,7043197
4146,15827450,7272883
4147,16544184,6759773
4148,16190052,6681212
4149,16227825,7385677
4150,16426570,6895073
4151,16430733,6716003
4152,16555255,6972651
4153,17064694,7684994
4154,18558589,7364379
4155,18887715,7810307
4156,18286795,8531626
4157,19606534,9237450
4158,19781141,7616506
4159,21704016,8674515
4160,20114756,8776301
4161,19004164,7327553
4162,18569118,7684619
4163,18748697,7609743
4164,19824027,7919802
4165,19384446,7868147
4166,18215470,7098601
4167,16978104,6567513
4168,19040186,7608706
4169,18815806,7885600
4170,18001448,8260682
4171,18111262,7207636
4172,18290386,7417629
4173,18163657,7668161
4174,17589285,7390904
4175,17842059,7539333
4176,18797798,7867861
4177,18496530,7382710
4178,18589826,7473304
4179,17446297,7817076
4180,18276746,8154143
4181,18270327,7579557
4182,17748634,8264229
4183,18198256,7737608
4184,18277561,7489133
4185,17974700,7445102
4186,18495979,7246392
4187,18202890,7590287
4188,17971677,8546689
4189,26913801,7501903
4190,18559620,7662417
4191,17630057,7532987
4192,16636765,7447937
4193,16684863,8752403
4194,17038807,6838538
4195,16535441,8221658
4196,16922228,7039248
4197,17682738,8030667
4198,17391010,7525745
4199,19125526,8241515
4200,18458481,8333001
4201,18321949,7730632
4202,16607836,7090466
4203,18166923,7288162
4204,16623279,7381043
4205,19035400,8134414
4206,16454010,6684776
4207,16453211,7878205
4208,17282216,7804026
4209,19045795,7294402
4210,18571881,7823866
4211,18049659,7797651
4212,19378991,7682653
4213,18726608,7685536
4214,18686253,7437968
4215,19012981,9678577
4216,18275195,7752008
4217,18016757,8362528
4218,18504147,7617551
4219,17405879,9706753
4220,21369632,9004548
4221,18197216,9020536
4222,18487030,9078993
4223,18157878,7981191
4224,17870607,7675918
4225,17602342,7372548
4226,17617999,7654247
4227,18139492,7638320
4228,17485597,7435651
4229,17965056,7260324
4230,17775435,8047649
4231,18029039,7666364
4232,18543585,8609258
4233,18188774,7466237
4234,18003376,7756622
4235,17628245,8363962
4236,17653193,7515991
4237,19129673,8028772
4238,18174681,8209043
4239,19011746,7613963
4240,18132762,7389564
4241,18120488,7483715
4242,19285659,7979633
4243,17908801,8981444
4244,24318454,7407080
4245,19548600,8178183
4246,19431803,9337825
4247,19165602,7301207
4248,17139142,7699483
4249,19792437,7480226
4250,17021696,8043116
4251,17947167,9072312
4252,17662786,7757493
4253,18228279,8523436
4254,20210430,7899898
4255,20118209,9745434
4256,18479716,7714573
4257,18450542,7475537
4258,18129672,8698922
4259,18278187,7704151
4260,18213743,7548340
4261,17375167,8049698
4262,17634005,7710136
4263,27599820,7597240
4264,18525315,7834858
4265,18173835,7429731
4266,17978324,8876960
4267,18606202,8290100
4268,17515328,7922047
4269,18293028,7717897
4270,18083183,7445021
4271,18415820,7170500
4272,17487632,7943296
4273,17151747,7662231
4274,16774098,8207637
4275,18628481,7209704
4276,17440177,6794817
4277,16653693,7141818
4278,16501827,7834788
4279,18919642,7982822
4280,16845756,7861064
4281,17393573,7737598
4282,17843442,8419965
4283,19673288,7537817
4284,19455486,7535182
4285,17189248,7189871
4286,18085186,8131161
4287,18429299,7477130
4288,17520265,7465007
4289,18296818,7551785
4290,19251080,7753324
4291,18537050,7626092
4292,18982615,7351428
4293,18859601,8104257
4294,18941774,7941966
4295,18558625,8024808
4296,19830603,7395392
4297,18167473,7902443
4298,17614587,8095436
4299,16973528,7633412
4300,17715744,7974069
4301,18156822,8657566
4302,18069705,8206419
4303,18860354,7820355
4304,18131051,8205891
4305,20217826,8633874
4306,18113588,7742253
4307,19883409,8193133
4308,18491369,7378812
4309,17912130,7481398
4310,18174292,8099219
4311,17784654,7935813
4312,19099165,8087912
4313,18060826,9535512
4314,18107421,7759206
4315,18766950,7786747
4316,18005238,8156938
4317,18349657,8155942
4318,19342033,7594390
4319,17627500,8514321
4320,17985526,7677244
4321,17889108,7801212
4322,17944695,8468113
4323,17556397,7742607
4324,19046214,7830240
4325,18563180,7647679
4326,17944277,7623316
4327,17831093,8685986
4328,18065901,7715341
4329,18195539,9607281
4330,17549825,7606312
4331,18602879,8075760
4332,17659486,7764418
4333,17836224,7540845
4334,25872433,8035570
4335,17998250,7624421
4336,18531842,7829331
4337,18431835,8123043
4338,17601474,8063241
4339,18959331,8138823
4340,17763381,8770781
4341,19154140,7904687
4342,19376935,16316683
4343,20015684,7744918
4344,18565920,7878427
4345,18655187,8108162
4346,24871363,8157017
4347,18505772,8730151
4348,19174454,7907256
4349,19039288,8792966
4350,18255137,8479456
4351,18666793,8286332
4352,18527617,8776206
4353,18502022,8651953
4354,19037130,8018246
4355,18213821,7785957
4356,18809529,7806622
4357,18149742,8568748
4358,18540966,8370785
4359,19871587,8341337
4360,18525696,9155205
4361,19587565,7942846
4362,19581098,7962655
4363,19479140,8987118
4364,21086396,7851038
4365,17865067,9303508
4366,19309269,7664879
4367,22591593,16800269
4368,17585283,7991640
4369,19485281,7690168
4370,17896726,7530543
4371,20401491,7902269
4372,18201668,8481277
4373,17617126,7736319
4374,19029141,7711321
4375,18112926,8453811
4376,18610918,7334607
4377,18198737,7902459
4378,18414888,9045129
4379,18648988,8404045
4380,19042036,8505722
4381,19345728,8362623
4382,19380163,7880382
4383,21652128,8521818
4384,18118679,7572137
4385,25173458,7942021
4386,18443418,7723388
4387,17380984,8213880
4388,17560028,7601191
4389,17146674,7770556
4390,18893126,8452340
4391,17923659,10710793
4392,19858740,8467753
4393,19362400,8355243
4394,17656241,8258823
4395,19263442,8593376
4396,18191506,8222520
4397,18300486,8187944
4398,18343956,7533302
4399,19157834,8894540
4400,19370007,8817419
4401,17981457,11912176
4402,18226407,8162790
4403,19206582,8577286
4404,18810975,7601377
4405,18139740,8317167
4406,17965977,7854415
4407,18572147,8063844
4408,18271101,7930632
4409,19643912,7859262
4410,17211150,7645234
4411,19805380,9725630
4412,21873430,9113880
4413,20759046,9622139
4414,21258925,16653166
4415,22123556,9662880
4416,19845164,8304336
4417,20080716,8573796
4418,18961723,8452491
4419,19784403,8173317
4420,18731784,8729524
4421,19777473,8334873
4422,17987072,8161024
4423,21026415,9927552
4424,20233316,7918962
4425,17312540,8477074
4426,19789801,8559531
4427,21266955,8789550
4428,20780913,8412152
4429,19414670,9741527
4430,19129059,9253984
4431,19958486,9567540
4432,24834001,8826390
4433,19470346,9948900
4434,20098781,8447647
4435,21528052,9342942
4436,20993076,9326027
4437,19641562,9227683
4438,22829076,8081602
4439,18450360,9296944
4440,19485260,8013372
4441,18415258,8868102
4442,18642981,19946719
4443,19068931,12269219
4444,19246730,9072980
4445,21350441,8349987
4446,18705153,8066711
4447,18215291,8212578
4448,19244298,8055361
4449,19712401,8288354
4450,19222813,8333276
4451,18406447,8210659
4452,19017212,8849569
4453,18898400,8169684
4454,20355092,10423353
4455,20478016,8583493
4456,19512132,9517168
4457,19975612,8033931
4458,19696534,8673079
4459,18350921,9305765
4460,20071758,8677063
4461,19501379,8757896
4462,20160963,8749310
4463,19819656,9863481
4464,19852633,9208512
4465,19032743,8142812
4466,18363199,8712652
4467,18615530,7802764
4468,16943460,8582432
4469,19013627,9174431
4470,19799400,8891369
4471,18019333,8319796
4472,17029123,7859254
4473,18492106,8314773
4474,18093482,7794028
4475,18437645,8479291
4476,18228462,8556913
4477,19443993,8090280
4478,19018533,8613820
4479,20387815,8945006
4480,19825743,11281103
4481,19545909,8740770
4482,20279362,8476531
4483,19400916,8342220
4484,20380404,8523090
4485,20736008,9766992
4486,19407542,8568576
4487,19935104,8646091
4488,18025729,8097097
4489,18479661,8279279
4490,18926678,8397239
4491,17528176,8585889
4492,19473459,8830324
4493,17750177,8303603
4494,19062212,8304555
4495,19327392,8204332
4496,19126063,7936205
4497,17799969,8329740
4498,19494844,8265146
4499,18789020,8619085
4500,19022418,8268989
4501,18495057,8634328
4502,18420001,8982332
4503,19746898,8420554
4504,17653743,7921749
4505,18408667,9529342
4506,18598985,8669706
4507,21301211,8667297
4508,18865951,8795302
4509,19086066,8934522
4510,18779749,8717450
4511,18455446,8359833
4512,18946459,8783081
4513,19265848,8913735
4514,19137358,8637937
4515,18924818,8333754
4516,19821957,8443229
4517,19324487,7811252
4518,19332894,8230084
4519,17974889,8656638
4520,18246258,7914436
4521,18946492,8465708
4522,19464576,7705621
4523,18848759,9087038
4524,18401545,8678393
4525,18817502,8503870
4526,18761387,8373855
4527,20209751,8865360
4528,18471232,7916307
4529,18302265,9030892
4530,18458732,7841040
4531,18858858,8695222
4532,17797907,15322516
4533,18928268,7959816
4534,19841118,8715550
4535,18936138,7937713
4536,18532917,7912007
4537,18044802,8895702
4538,18869355,8389509
4539,18738392,8891785
4540,18522615,9040306
4541,20211189,9928007
4542,19605890,8899456
4543,20510714,9209527
4544,20320239,9488263
4545,28252643,8503557
4546,19314068,8945945
4547,18934244,8624096
4548,18577354,8032903
4549,18039318,8227222
4550,18166549,8159657
4551,18821510,9604912
4552,18550657,7963162
4553,19777009,9264115
4554,17365443,17028331
4555,19090342,8644289
4556,18622255,8377147
4557,18399548,9471457
4558,19531276,8855318
4559,17645226,8226047
4560,18721698,8348161
4561,17952829,11463011
4562,19806489,9201821
4563,20784179,9362327
4564,20510733,8025102
4565,17792152,8930379
4566,20598413,8748385
4567,19394232,10348404
4568,18768834,9072267
4569,19160080,8053449
4570,18297167,7977394
4571,17806971,7978891
4572,17782948,8638194
4573,19335498,7948063
4574,18675113,8482888
4575,17462474,7898043
4576,19786622,10010909
4577,28171237,10209622
4578,20501537,9815827
4579,19931124,9342769
4580,20379403,9181790
4581,20187049,8808361
4582,20159863,9933627
4583,19814011,7908487
4584,17748550,8596203
4585,17364238,8255735
4586,21959342,9403280
4587,19739173,8741442
4588,20002042,8190625
4589,18880353,8370072
4590,18570989,9217050
4591,21154668,9100137
4592,19639404,8298520
4593,18548672,8120007
4594,19989383,9705671
4595,20616015,9139373
4596,19298971,9193005
4597,19105002,9078241
4598,19816539,8900205
4599,18174013,9389014
4600,21054690,9876577
4601,19804977,9682141
4602,18337187,8536975
4603,20498902,8388258
4604,20910116,8174096
4605,20055239,8881960
4606,17813564,8662998
4607,18125323,17760972
4608,19159557,8745947
4609,18580790,8624330
4610,19668281,9165289
4611,18949763,8539812
4612,19952809,9853920
4613,19397162,9708931
4614,21951368,9191897
4615,20205332,9822066
4616,20608076,9326260
4617,20515654,9994820
4618,21817978,10037830
4619,20332395,9055189
4620,20429453,9472671
4621,20460668,9232757
4622,20392088,12067944
4623,19889386,9224232
4624,21518582,9547296
4625,20502847,9564593
4626,19633435,17446951
4627,20234389,9343482
4628,19777868,9492629
4629,19957565,9312899
4630,19552073,9269888
4631,20352902,9484917
4632,21033337,8923058
4633,20087668,9042813
4634,20646204,9391508
4635,20997279,9409873
4636,23983227,10891935
4637,21967322,9767658
4638,20707572,10487584
4639,21966263,9205424
4640,19758764,8722056
4641,19455412,9247836
